   3.9470844582   -0.4425727270    1.6466969439
   5.2815421120    1.4426726083   -0.1719564041
   4.6150204263    2.1950200654   -0.1719564041
   3.9470844582   -0.4425727270   -1.9906097520
   2.2402739968   -0.3760345993    1.9348181807
   1.7152739968    0.5332920746   -1.9838351672
   2.2402739968   -0.3760345993   -2.2651818193
   2.1866332513   -1.7005543114    1.8358704177
   3.2366332513   -1.7005543114    1.5545237657
   2.7116332513   -2.6098809854    1.5545237657
   3.2366332513   -1.7005543114   -2.0827829302
   2.7116332513   -2.6098809854   -2.0827829302
   2.1866332513   -1.7005543114   -2.3641295823
   0.9733260911   -2.1934888761    1.8713352376
   0.4483260911   -3.1028155500    1.5899885856
   1.4983260911   -3.1028155500    1.5899885856
   0.7145047340   -3.9936309552    0.8213352376
   1.7288219953   -3.8477941498    0.8213352376
   0.2286558283   -4.1570229857   -0.2286647624
   1.2264531197   -4.2781775117   -0.2286647624
   2.1662620593   -3.9217549944   -0.2286647624
   0.7145047340   -3.9936309552   -1.2786647624
   1.7288219953   -3.8477941498   -1.2786647624
  -0.0766739089   -2.1934888761   -2.0473181103
   0.4483260911   -3.1028155500   -2.0473181103
   1.4983260911   -3.1028155500   -2.0473181103
   0.9733260911   -2.1934888761   -2.3286647624
   0.1900444114   -1.1069351618    2.0029258493
   1.2400444114   -1.1069351618    1.7215791973
  -0.3349555886   -0.1976084879    1.7215791973
  -0.3349555886   -2.0162618358    1.7215791973
  -0.3349555886   -0.1976084879   -1.9157274986
  -0.3349555886   -2.0162618358   -1.9157274986
   0.1900444114   -1.1069351618   -2.1970741507
   0.9236320551    0.0337614207    2.0459143062
  -0.1263679449    0.0337614207    1.7645676541
   1.4486320551   -0.8755652532    1.7645676541
   1.4486320551    0.9430880947   -1.8727390417
  -0.1263679449    0.0337614207   -1.8727390417
   0.9236320551    0.0337614207   -2.1540856938
   0.3420756957    1.3357807690    2.1822317514
   1.3920756957    1.3357807690    1.9008850994
  -0.1829243043    2.2451074430    1.9008850994
  -0.1829243043    0.4264540951    1.9008850994
   1.3920756957    1.3357807690   -1.7364215965
  -0.1829243043    2.2451074430   -1.7364215965
   0.3420756957    1.3357807690   -2.0177682486
   0.9460835450    2.3739056284    2.0859176548
   1.9260835450    2.3739056284    1.8233274462
   1.4360835450    3.2226105241    1.8233274462
   0.4560835450    3.2226105241    1.8233274462
   2.3193169126    3.3716180709    1.1059176548
   1.4706120169    3.9882382714    1.1059176548
   0.4215550730    3.9882382714    1.1059176548
   2.6434933364    3.3539056284    0.1259176548
   1.9260835450    4.0713154198    0.1259176548
   0.9460835450    4.3339056284    0.1259176548
   2.3193169126    3.3716180709   -0.8540823452
   1.4706120169    3.9882382714   -0.8540823452
   0.4215550730    3.9882382714   -0.8540823452
   1.9260835450    2.3739056284   -1.5714921366
   1.4360835450    3.2226105241   -1.5714921366
   0.4560835450    3.2226105241   -1.5714921366
   0.9460835450    2.3739056284   -1.8340823452
  -1.0492526576    1.2704819313    2.2614834529
  -0.5242526576    2.1798086053    1.9801368009
  -0.5242526576    0.3611552574    1.9801368009
  -0.5242526576    2.1798086053   -1.6571698950
  -2.0992526576    1.2704819313   -1.6571698950
  -0.5242526576    0.3611552574   -1.6571698950
  -1.0492526576    1.2704819313   -1.9385165471
  -1.8232611733    0.1149656961    2.2197148536
  -0.7732611733    0.1149656961    1.9383682015
  -2.3482611733   -0.7943609778    1.9383682015
  -0.7732611733    0.1149656961   -1.6989384944
  -2.3482611733    1.0242923701   -1.6989384944
  -1.8232611733    0.1149656961   -1.9802851464
  -3.0178699212    0.1732718148    2.1572193122
  -3.5078699212    1.0219767105    1.8946291036
  -3.9978699212    0.1732718148    1.8946291036
  -3.5078699212   -0.6754330809    1.8946291036
  -4.3911032889    1.1709842573    1.1772193122
  -4.7152797126    0.1732718148    1.1772193122
  -4.3911032889   -0.8244406277    1.1772193122
  -3.9978699212    1.8706816063    0.1972193122
  -4.7152797126    1.1532718148    0.1972193122
  -4.9778699212    0.1732718148    0.1972193122
  -4.7152797126   -0.8067281852    0.1972193122
  -3.9978699212   -1.5241379766    0.1972193122
  -4.3911032889    1.1709842573   -0.7827806878
  -4.7152797126    0.1732718148   -0.7827806878
  -4.3911032889   -0.8244406277   -0.7827806878
  -3.5078699212    1.0219767105   -1.5001904792
  -3.9978699212    0.1732718148   -1.5001904792
  -3.5078699212   -0.6754330809   -1.5001904792
  -3.0178699212    0.1732718148   -1.7627806878
  -1.1763340957   -1.0877552760    2.0874095657
  -0.6513340957   -1.9970819500    1.8060629136
  -0.6513340957   -0.1784286020   -1.8312437823
  -0.6513340957   -1.9970819500   -1.8312437823
  -1.1763340957   -1.0877552760   -2.1125904343
  -0.9293335245   -2.3043273901    1.7619276636
  -2.2381548816   -4.1044694693    0.9932743157
  -4.0183113411   -2.8068902851   -0.0567256843
  -3.5512060957   -3.6968849724   -0.0567256843
  -2.7240037873   -4.2678614997   -0.0567256843
  -0.9293335245   -2.3043273901   -1.8753790323
  -1.4543335245   -3.2136540641   -1.8753790323
  -0.7508240596    2.5189167780    2.1221656342
  -1.2758240596    3.4282434520    2.1221656342
  -2.0596454167    4.3190588571    1.3535122862
  -2.5454943224    4.4824508876    0.3035122862
  -3.3726966308    3.9114743603    0.3035122862
  -3.8398018762    2.0163538830    0.3035122862
  -2.0596454167    4.3190588571   -0.7464877138
  -0.7508240596    2.5189167780   -1.5151410617
  -1.2758240596    3.4282434520   -1.5151410617
   5.2796518033   -0.1667989023    1.0850847941
   4.5973204412   -1.1059474528    1.0850847941
   5.8899475269   -0.1667989023    0.2450847941
   5.5161391993    0.8602310370    0.2450847941
   4.5696232874   -1.7403000580    0.2450847941
   5.5161391993   -1.1938288415    0.2450847941
   5.8899475269   -0.1667989023   -0.7932123070
   5.5161391993    0.8602310370   -0.7932123070
   5.5161391993   -1.1938288415   -0.7932123070
   5.2796518033   -0.1667989023   -1.6332123070
   4.5973204412   -1.1059474528   -1.6332123070
   4.6027984996    2.1884487975   -0.4789628317
   3.6562825877    2.7349200140   -0.4789628317
   4.9766068271    1.1614188583   -1.5172599328
   4.6027984996    2.1884487975   -1.5172599328
   3.6562825877    2.7349200140   -1.5172599328
   2.5799444061    2.5451325522   -1.5172599328
   1.8774145520    1.7078900748   -1.5172599328
   4.3663111036    1.1614188583   -2.3572599328
   3.6839797415    2.1005674088   -2.3572599328
   2.5799444061    1.7418445830   -2.3572599328
   2.5799444061    0.5809931335   -2.3572599328
   3.6839797415    0.2222703077   -2.3572599328
   3.3788318798    1.1614188583   -2.6781113822
   3.4854162492    1.0261375407    2.4300247514
   4.4728954731    1.0261375407    2.1091733019
   3.7905641110    1.9652860912    2.1091733019
   2.6865287755    1.6065632654    2.1091733019
   2.6865287755    0.4457118160    2.1091733019
   3.7905641110    0.0869889901    2.1091733019
   5.0831911966    1.0261375407    1.2691733019
   4.7093828690    2.0531674799    1.2691733019
   3.7628669571    2.5996386964    1.2691733019
   2.6865287755    2.4098512346    1.2691733019
   3.7628669571    2.5996386964    0.2308762008
   4.0592081374   -2.2960405541    0.9951568687
